number,title,created_at,closed_at
1207,Fluent cleanup,2017-10-18T18:02:30Z,2017-11-01T11:10:19Z
1208,ErrorStream and ClosableStream subscription,2017-10-18T18:08:25Z,2017-11-01T11:11:04Z
1210,trie based file middleware,2017-10-20T13:25:26Z,2017-12-08T21:13:53Z
1211,Error after installing Vapor using custom location of `Homebrew` on macOS,2017-10-21T20:01:09Z,2019-01-31T07:42:41Z
1212,Fluent Entities can give their id as int,2017-10-22T13:08:27Z,2017-10-26T06:49:09Z
1215,MongoDB + Fluent for Vapor 3,2017-10-25T14:38:24Z,2017-12-23T01:08:54Z
1216,MySQL + Fluent for vapor 3,2017-10-25T14:38:39Z,2017-12-06T23:52:02Z
1217,Vapor 3's Fluent Auth rework ,2017-10-25T14:39:16Z,2017-12-08T21:12:10Z
1218,Swift (Vapor 3) Async PostgreSQL driver implementation,2017-10-25T14:39:44Z,2018-01-24T07:49:26Z
1219,"Vapor 3 MySQL better data binding, binary protocol support",2017-10-25T14:40:39Z,2017-12-08T21:13:21Z
1220,More and better JWT signing methods,2017-10-25T14:41:44Z,2018-04-27T01:30:25Z
1221,Redis (vapor 3) features,2017-10-25T14:45:04Z,2017-11-06T08:56:37Z
1223,transactions for each migration,2017-10-26T23:21:56Z,2017-11-29T17:26:45Z
1228,Infinite sockets.SocketsError.socketIsClosed error after first https request,2017-10-29T14:36:23Z,2018-03-22T23:24:22Z
1229,"SPM4: After ""vapor update"", still getting ""No such module""",2017-10-29T19:53:44Z,2018-03-28T14:18:32Z
1230,Disable client cache,2017-10-29T20:49:29Z,2017-10-30T17:32:55Z
1231,Xcode cannot open generated project file after running `vapor xcode -y`,2017-10-30T04:18:01Z,2017-10-30T08:53:08Z
1232,Change Abort let to var,2017-10-30T09:09:48Z,2017-10-30T10:42:28Z
1233,HTTP/1 GZIP compression support,2017-10-30T11:31:41Z,2018-04-27T01:30:39Z
1236,Fix vapor 3's websocket tests on linux,2017-11-01T10:56:55Z,2017-11-23T11:56:39Z
1238,Vapor 3 async changes before alpha,2017-11-02T10:06:08Z,2017-11-23T11:56:33Z
1239,Vapor 3 TCP sockets do not always connect correctly,2017-11-06T12:08:13Z,2017-11-23T11:57:02Z
1241,What is going on with Vapor SMTP?,2017-11-07T22:05:12Z,2018-04-27T01:31:26Z
1242,Vapor 3 UDP support,2017-11-08T18:44:27Z,2018-02-26T21:46:25Z
1243,asfsd,2017-11-09T22:24:37Z,2017-11-09T22:24:54Z
1244,Vapor 2 peerHostname returning 0.0.0.0,2017-11-10T01:40:49Z,2018-01-23T08:50:42Z
1245,"Make Float,Double as Parameterizable",2017-11-11T22:53:47Z,2018-04-20T23:05:54Z
1246,SessionsMiddleware and CacheSessions with MySQL,2017-11-12T20:38:40Z,2018-04-27T01:31:52Z
1247,vapor build failed!,2017-11-14T08:10:52Z,2017-11-14T08:43:54Z
1250,thread safe service cache,2017-11-15T19:37:29Z,2017-12-03T13:09:37Z
1254,Throwing vs returning an error response (Vapor 3),2017-11-16T21:01:07Z,2018-04-27T01:33:38Z
1255,Form URL decoder,2017-11-16T22:10:11Z,2017-12-03T13:10:24Z
1256,Extra Fluent lifecycle method (Vapor 3),2017-11-16T22:18:46Z,2018-04-27T01:34:36Z
1258,SQLite Concurrency Crash,2017-11-16T23:54:52Z,2017-12-08T21:14:36Z
1261,String is used as an Error in the Vapor 3 alpha,2017-11-18T18:56:50Z,2017-12-08T21:42:31Z
1265,BodyEncoder protocol,2017-11-20T15:50:13Z,2017-12-08T21:10:23Z
1266,fix `WebSocketTests`,2017-11-20T17:02:06Z,2017-11-23T11:54:48Z
1267,fix `SSLTests`,2017-11-20T17:02:31Z,2017-12-23T01:05:28Z
1268,MainThread is Blocking - change to non-blocking,2017-11-20T17:43:02Z,2017-12-07T22:21:59Z
1269,ensure all targets are being exported as products,2017-11-20T18:41:45Z,2017-12-08T21:15:01Z
1270,terminal `Env` access from `Environment`,2017-11-20T18:44:02Z,2017-12-06T20:18:50Z
1271,Vapor 3 Models don't conform to `Parameter`,2017-11-20T18:47:31Z,2017-12-11T11:11:28Z
1281,Vapor 2 created Date on makeRow() wrapped in string,2017-11-23T14:16:53Z,2018-02-11T14:12:27Z
1288,There appears to be no way to read individual query parameters in 3.0 alpha 4,2017-11-28T19:06:10Z,2017-12-06T20:19:34Z
1289,Verify Vapor 3 websockets against Autobahn,2017-11-28T19:23:31Z,2018-04-27T01:35:08Z
1291,Improve Vapor 3 HTTP/2 support,2017-11-29T08:33:02Z,2018-04-27T01:30:57Z
1294,Docker not restarting after vapor crash,2017-11-30T09:40:31Z,2018-04-27T01:35:26Z
1295,MySQL internal housholding,2017-11-30T21:35:30Z,2017-12-19T18:58:12Z
1299,bcrypt instance methods,2017-12-01T21:40:02Z,2018-04-27T01:35:46Z
1301,httpheaders readable description,2017-12-02T06:21:03Z,2017-12-08T21:42:35Z
1303,Improve HTTP bodies,2017-12-02T12:19:13Z,2017-12-08T22:55:34Z
1305,Toolbox applications,2017-12-03T08:56:48Z,2018-04-27T01:37:20Z
1308,Vapor 3 Server-Side SSL,2017-12-04T22:21:19Z,2018-04-27T01:36:31Z
1311,[vapor 3] Get Request Parameters on a WebSocket Route.,2017-12-05T03:00:33Z,2017-12-06T21:43:41Z
1312,ON UPDATE and ON DELETE foreign key constraint referential actions,2017-12-05T11:58:58Z,2018-04-27T01:37:03Z
1313,Vapor 3 environments cannot be passed via the CLI,2017-12-05T13:35:54Z,2017-12-06T21:44:13Z
1322,checklist,2017-12-07T13:52:35Z,2018-03-22T01:19:04Z
1323,Vapor 3 Stream encoder,2017-12-07T15:52:01Z,2017-12-27T12:36:32Z
1328,HTTP client improvements,2017-12-08T21:41:15Z,2018-01-24T17:19:14Z
1329,fluent unique fields,2017-12-08T23:40:03Z,2018-04-27T01:37:30Z
1331,Certificate and signatures,2017-12-09T13:55:30Z,2018-03-23T00:23:49Z
1334,Vapor 3 - MySQL Int ID database column not set to auto-incrementing ID,2017-12-10T17:58:05Z,2017-12-30T12:29:37Z
1335,Vapor 3 Response Hanging Issue,2017-12-10T18:22:00Z,2018-01-24T17:28:46Z
1336,Vapor 3 codable forms needs to support date (and data?) coding strategies,2017-12-10T18:26:40Z,2018-03-23T00:23:38Z
1337,Vapor 3 crash after waking from sleep,2017-12-11T10:36:36Z,2017-12-23T01:07:58Z
1338,MySQL single value row decoding,2017-12-11T10:43:20Z,2017-12-19T18:57:13Z
1339,unable to build template project,2017-12-11T18:05:07Z,2017-12-11T19:35:18Z
1340,Identifier: Sockets.SocketsError.bindFailed,2017-12-11T21:57:57Z,2018-03-22T01:20:11Z
1341,Vapor 3 type inference issues with Fluent,2017-12-11T22:27:57Z,2018-01-23T09:25:11Z
1342,Vapor 3: Please allow Future<Double> to be returned from routes,2017-12-11T22:29:45Z,2018-01-24T17:33:11Z
1344,Vapor 3: Fluent ranges should behave like the rest of Swift,2017-12-11T23:26:20Z,2018-10-15T21:03:24Z
1345,refactor consolestyle,2017-12-11T23:29:46Z,2018-03-23T00:23:10Z
1346,cache module,2017-12-12T01:03:43Z,2018-03-03T08:54:08Z
1352,MySQL single item parsing - 3.0 feature req,2017-12-13T14:45:08Z,2017-12-19T18:47:13Z
1353,Announce when server is ready to serve requests - 3.0 feature req,2017-12-13T18:31:38Z,2017-12-26T19:00:39Z
1354,updateablekey,2017-12-13T19:02:21Z,2018-04-27T01:38:49Z
1355,static validation,2017-12-13T19:03:06Z,2018-04-27T01:39:32Z
1356,MySQL doesn't parse NULL column onto optional variable,2017-12-14T12:47:46Z,2018-03-03T08:54:42Z
1361,Redis in Vapor 3 doesn't handle Null Array response,2017-12-16T17:19:48Z,2017-12-21T00:32:50Z
1362,"""Stream Error: The stream is closed"" from reusable connection",2017-12-16T20:30:35Z,2018-03-22T23:23:24Z
1363,IsEmail validation validates anything that contains an email address somewhere,2017-12-16T21:44:59Z,2018-04-27T01:39:51Z
1364,IsASCII validator fails to validate strings with line breaks,2017-12-16T22:11:37Z,2018-04-27T01:39:10Z
1368,Websocket error after receiving text message at 3.0.0-alpha.12,2017-12-17T22:07:53Z,2017-12-23T01:05:43Z
1371,Vapor 3 Middleware not Configurable,2017-12-18T16:51:26Z,2018-02-11T15:15:44Z
1372,Vapor 3 alpha 12 doesn't build in release mode,2017-12-19T06:48:10Z,2017-12-22T13:24:55Z
1373,Compiler error when trying to use parameters in router at 3.0.0-alpha.12,2017-12-19T11:01:26Z,2017-12-19T19:14:39Z
1374,vapor 3 sessions,2017-12-19T22:05:09Z,2018-03-03T08:51:05Z
1376,services.register(SomeMiddleware()) no longer works in beta 1,2017-12-20T12:41:52Z,2017-12-20T20:04:51Z
1378,databasekit,2017-12-21T00:30:49Z,2018-01-24T17:11:24Z
1382,Please add a `String` initializer for `URI`,2017-12-21T22:07:53Z,2017-12-28T22:01:48Z
1383,Why is it impossible to deploy a supervisor in Ubuntu,2017-12-22T13:49:31Z,2017-12-22T15:01:30Z
1385,Resources/Views  - Not Found ,2017-12-23T10:12:06Z,2018-01-13T15:01:58Z
1386,Vapor can use plist / userdefault such a lightweight storage?,2017-12-23T15:16:52Z,2017-12-26T05:42:43Z
1389,Fallback routes in V3 ,2017-12-24T13:32:04Z,2018-01-23T09:27:31Z
1390,Unit Test helpers,2017-12-27T12:44:33Z,2019-11-17T11:36:23Z
1391,Application helpers,2017-12-27T12:48:38Z,2018-03-23T00:24:16Z
1395,media type serialization,2017-12-29T00:08:14Z,2017-12-29T00:43:42Z
1396,cookie parsing,2017-12-29T00:44:32Z,2018-02-17T10:05:28Z
1397,`AbortError` headers and `RedirectError`,2017-12-30T00:42:34Z,2018-04-27T01:46:46Z
1398,Routing Groups,2017-12-30T15:13:34Z,2018-02-20T05:16:38Z
1399,How do I determine in the vapor project is the current system is mac os or Ubuntu?,2018-01-01T06:45:42Z,2018-01-01T19:54:21Z
1400,Vapor 3 only receives first request from a websocket,2018-01-01T23:45:28Z,2018-01-23T05:12:24Z
1402,Do or Catch block not called when accessing database from deep nested closure,2018-01-03T11:30:39Z,2018-01-03T18:12:55Z
1404,Vapor 3 Providers and `services.use`,2018-01-05T17:17:04Z,2018-01-12T09:35:53Z
1405,Auto-Conformance to ResponseEncodable for Encodable Types,2018-01-05T18:19:36Z,2018-01-23T09:05:43Z
1406,environment release mode,2018-01-05T19:22:43Z,2018-03-03T08:53:54Z
1407,[Vapor 3] Heroku never successfully binds to $PORT,2018-01-05T19:40:54Z,2018-01-05T20:21:27Z
1409,Vapor 3 Build Error: Could not build Objective-C Module 'Foundation',2018-01-06T15:59:01Z,2018-01-23T09:07:47Z
1410,Client mishandles some HTTP headers,2018-01-07T05:22:01Z,2018-03-03T08:51:39Z
1411,`request.content.decode()` can not disambiguate `MediaType`s,2018-01-07T12:56:48Z,2018-01-23T09:20:47Z
1412,Vapor 3 Stuck on 'Migrating DB',2018-01-08T13:30:05Z,2018-01-09T01:44:51Z
1413,`swift package update ` command stops updating !,2018-01-08T15:38:33Z,2018-01-10T15:10:49Z
1416,If I can develop vapor project(deploy on Ubuntu) using Xcode without writing cross platform code?,2018-01-10T14:45:29Z,2018-01-23T09:05:56Z
1417,"How to inherit from the Model class, custom MySQL table table name.",2018-01-10T14:59:40Z,2018-01-12T13:43:22Z
1418,Can you provide detailed advanced instructions on how to use MySQLProvider?,2018-01-10T15:59:14Z,2018-01-10T23:28:45Z
1419,uri query update infinite loop,2018-01-11T01:57:40Z,2018-02-27T13:57:43Z
1421,How to parse this data for json?,2018-01-11T15:48:42Z,2018-01-13T15:56:31Z
1422,does it make sense to implement thread-safety to MemoryCache?,2018-01-11T19:58:01Z,2018-02-26T21:41:41Z
1423,How to configure vapor project .gitignore file?,2018-01-12T13:36:44Z,2018-01-12T13:42:17Z
1424,"Why add a JSON Extension, but when prompted to use Type 'JSON' has no member 'result' ？",2018-01-12T15:48:09Z,2018-01-13T15:00:51Z
1425,file middleware ,2018-01-12T17:30:51Z,2018-02-22T08:38:24Z
1427,[Vapor 2] Routes can interfere with the serving of public files,2018-01-12T22:43:18Z,2018-01-23T07:58:29Z
1428,Sessions Middleware,2018-01-12T22:51:23Z,2018-03-03T08:53:34Z
1429,exclude file middleware by default,2018-01-15T00:51:50Z,2018-02-26T21:41:11Z
1431,[V3] finally block not called when WebSocket connection is closed,2018-01-15T13:53:40Z,2018-01-19T13:57:04Z
1434,[Vapor 3] Memory leak when serving static files.,2018-01-16T17:21:05Z,2018-02-26T21:42:53Z
1436,Restore `Extendable` conformance in `Request`,2018-01-17T17:47:51Z,2019-01-31T21:58:51Z
1438,[Vapor 3] WebSockets only send once in some use cases,2018-01-18T04:38:55Z,2018-01-23T09:52:25Z
1440,`DatabaseConnectable` allow throwing,2018-01-21T23:58:47Z,2018-03-03T08:52:28Z
1441,share singleton service cache,2018-01-22T00:10:11Z,2018-02-22T08:38:03Z
1442,Add overloads for Client to accept HTTPRequest as well as Request types,2018-01-22T02:58:08Z,2018-04-27T01:48:36Z
1443,`Request` -> `RequestContext`,2018-01-22T03:08:37Z,2018-02-22T08:37:32Z
1445,integers in routing URL,2018-01-23T07:41:58Z,2018-02-27T14:57:06Z
1447,direct client return results in infinite wait,2018-01-23T07:49:05Z,2018-02-15T05:22:01Z
1450,HTTP Client doesn't return on connection close,2018-01-24T17:28:10Z,2018-02-22T08:37:55Z
1451,TCPError.accept upon launch,2018-01-24T19:32:09Z,2018-03-03T08:58:17Z
1452,[Vapor 3] Heroku fails on migration step with `TCP.TCPError.connect: Bad file descriptor`,2018-01-25T00:32:18Z,2018-03-22T01:18:26Z
1453,[Vapor 3] WebSockets do not send in some use cases,2018-01-25T00:34:26Z,2018-02-11T06:46:04Z
1454,Vapor + Linux + GraphQL + RethinkDB,2018-01-25T19:55:03Z,2018-02-26T21:48:14Z
1455,"Production should bind to port 8080, not 80",2018-01-26T01:38:08Z,2018-04-27T01:49:08Z
1456,Error import AppKit,2018-01-26T14:08:30Z,2018-01-26T17:09:09Z
1457,Redis Pooling,2018-01-26T18:17:03Z,2018-02-26T21:45:36Z
1460,Vapor 3's Client needs support for HTTP proxy configuration,2018-01-27T12:41:02Z,2018-03-03T08:57:50Z
1461,Vapor 3's Client does not handle redirects,2018-01-27T13:13:01Z,2018-02-24T11:49:39Z
1464,Memory leak in PeerValidator,2018-01-28T12:56:39Z,2018-02-15T05:21:34Z
1465,Vapor cloud deploy failed: Sockets Error: Failed trying to connect to http://redis.eu.vapor.cloud:6379,2018-01-29T03:08:19Z,2018-01-31T06:48:18Z
1467,rename `DirectoryConfig` default -> detect,2018-01-30T03:28:24Z,2018-02-12T19:58:08Z
1469,lazy middleware config router,2018-01-30T04:42:44Z,2018-02-22T08:34:50Z
1471,Updating apt.sh to Support Linux Mint,2018-01-31T08:41:53Z,2018-09-11T20:15:39Z
1472,Server crashed on about 300 websocket connections,2018-01-31T15:31:04Z,2018-03-22T01:20:57Z
1473,Vapor build fails: error: missing argument for parameter 'capacity' in call,2018-01-31T17:31:56Z,2018-01-31T18:24:52Z
1478,Vapor 3 ambiguous module naming,2018-02-01T13:30:34Z,2019-11-17T11:37:51Z
1479,middleware per event loop,2018-02-01T17:09:15Z,2018-02-22T08:30:41Z
1481,Client Post Request has a content length of 0,2018-02-03T02:24:52Z,2018-02-15T21:32:23Z
1482,Misleading Error on Unsuccessful MultipartForm Decode,2018-02-05T03:41:39Z,2018-02-22T08:31:43Z
1483,Can not install Vapor on Ubuntu 16.10,2018-02-06T19:35:57Z,2018-02-22T08:30:21Z
1485,Vapor 3: downloading any static asset from within Public crashes vapor server process,2018-02-07T07:22:44Z,2018-02-20T23:09:13Z
1486,Vapor 3 Beta - Most used link in README.md points to a blog post,2018-02-07T09:58:25Z,2018-02-20T23:08:09Z
1488,Vapor 3 beta: Server crashing under heavy load ,2018-02-07T23:17:20Z,2018-02-20T23:04:51Z
1490,Websockets neither receive nor send,2018-02-11T06:53:22Z,2018-02-17T10:00:41Z
1491,VAPOR 3: completely broken file serving from Public directory,2018-02-11T09:00:21Z,2018-02-20T19:38:25Z
1492,VAPOR 3: chopped off view serving (chopping starts at 1929 chars of content),2018-02-11T12:46:23Z,2018-02-20T20:19:31Z
1495,VAPOR 3: Compilation errors on new project,2018-02-12T11:09:51Z,2018-02-12T12:25:14Z
1496,techempower benchmark,2018-02-12T21:25:04Z,2019-11-17T15:25:19Z
1500,conform `Dictionary` and `Array` to `Content`,2018-02-15T05:05:36Z,2018-02-20T19:21:48Z
1504,Can't have an HTTP and Websocket route with the same path,2018-02-18T17:23:47Z,2018-02-18T19:08:58Z
1505,Websockets can't send from within `.map()`,2018-02-18T18:53:18Z,2018-02-28T07:46:48Z
1508,#loop without new lines,2018-02-20T11:03:36Z,2018-02-20T11:09:30Z
1513,Client request hang with tls,2018-02-22T23:39:05Z,2018-02-28T07:14:39Z
1514,Different syntax for specifying params should work too,2018-02-23T12:04:49Z,2018-02-26T21:59:27Z
1515,Request timed out,2018-02-24T09:05:29Z,2018-02-24T09:24:22Z
1516,Beta branch doesn't build,2018-02-24T18:33:01Z,2018-02-24T18:56:39Z
1518,JSON Response Hangs infinitely,2018-02-26T18:58:58Z,2018-02-26T20:24:44Z
1520,ErrorMiddleware JSON Response,2018-02-26T20:52:27Z,2018-03-03T08:52:42Z
1521,404 for any requests in RC1,2018-02-26T21:00:56Z,2018-02-26T21:40:39Z
1522,export `multipart` module,2018-02-27T00:50:39Z,2018-03-03T08:52:07Z
1523,OpenSSL errors with Vapor 3 on Ubuntu 16.04,2018-02-27T10:58:19Z,2018-02-28T16:45:16Z
1524,Check script out of date,2018-02-27T11:06:55Z,2018-02-27T16:20:33Z
1527,"While waiting on breakpoint, TLSSocketSink.swift falls on try! socket.handshake() ",2018-02-27T19:43:24Z,2018-02-28T06:21:54Z
1530,Websockets can't receive over a certain length,2018-03-01T04:48:10Z,2018-03-22T01:20:24Z
1531,3.0 RC: String parameter type does not work,2018-03-01T13:36:25Z,2018-03-01T14:02:12Z
1533,3.0-RC: Command line arguments don't work,2018-03-02T09:04:32Z,2018-03-03T08:56:35Z
1534,Decoding Errors should return 400 Bad Request,2018-03-03T09:43:08Z,2018-03-22T23:22:44Z
1536,lazy route group,2018-03-06T21:45:44Z,2018-03-23T00:14:27Z
1537,"On `nio` branch, adding `?` or anything after it to a url, causes  `404` response.",2018-03-07T12:09:27Z,2018-03-22T01:17:21Z
1541,Need to do migration at a later stage,2018-03-11T21:16:36Z,2018-03-22T01:18:06Z
1544,"Docs for Hello, World > Routing are ambiguous",2018-03-14T01:05:14Z,2018-03-22T00:54:10Z
1545,dyld: Symbol not found: __TMSS,2018-03-14T15:45:59Z,2018-03-22T00:49:44Z
1546,Date middleware promise leaking,2018-03-15T13:14:00Z,2018-03-22T00:50:01Z
1547,My error middleware never gets a chance to handle the error on NIO,2018-03-15T13:19:56Z,2018-03-22T00:50:48Z
1549,Is there any documentation about Facebook and Google login?,2018-03-15T20:45:53Z,2018-09-11T20:10:36Z
1550,How to create new swift file by Xcode ?,2018-03-16T00:40:53Z,2018-03-16T00:48:47Z
1551,No such module Found,2018-03-16T04:46:37Z,2018-03-16T16:23:17Z
1553,Pivot tables -  add Unique protocol for a Pivot table to only contain unique rows,2018-03-16T17:07:54Z,2018-04-27T01:50:01Z
1555,PostgreSQL withConnection issue (3.0.0-rc),2018-03-18T01:27:07Z,2018-03-22T00:53:38Z
1559,RC2 - FileMiddleware intercepting root requests,2018-03-22T14:25:32Z,2018-03-22T20:02:50Z
1561,create body coders (encoder/decoder) for multipart form,2018-03-22T16:18:41Z,2018-04-27T01:16:31Z
1562,Cannot build latest Vapor RC2 'openssl/conf.h' file not found,2018-03-22T17:26:13Z,2018-03-22T20:32:26Z
1564,Vapor 3.1.2 cannot get value from request,2018-03-23T04:48:53Z,2018-03-23T07:49:12Z
1565,gzip compression handler,2018-03-23T06:50:13Z,2018-04-27T01:52:21Z
1566,HTTP Client returns custom error code on 401,2018-03-23T14:46:09Z,2018-03-28T03:05:41Z
1567,Query container should not have .wait() on it's decoder,2018-03-23T15:39:36Z,2018-03-24T22:44:20Z
1569,MySQLError.prepareStatus: Prepare response has invalid status,2018-03-24T11:25:51Z,2018-04-20T23:04:39Z
1571,Fetching of https://github.com/apple/swift-nio-ssl-support.git never ends,2018-03-25T00:13:43Z,2018-03-27T00:34:14Z
1572,Can't Install vapor,2018-03-25T09:14:36Z,2018-03-25T11:21:26Z
1573,Client overrides content type header,2018-03-25T21:59:34Z,2018-03-28T04:10:43Z
1574,move default router to Singleton ,2018-03-26T05:34:12Z,2018-04-27T01:15:03Z
1575,Can't build vapor project,2018-03-26T12:26:33Z,2018-03-26T13:39:02Z
1576,Run release with environment,2018-03-26T19:09:30Z,2018-03-28T04:34:46Z
1577,documentation: benchmarks for network IO?,2018-03-26T21:11:57Z,2019-11-17T15:25:53Z
1578,Websocket: Event Loop Error,2018-03-27T04:39:19Z,2018-04-11T19:45:42Z
1580,characters is deprecated: Please use String or Substring directly,2018-03-27T06:43:18Z,2018-03-29T16:23:13Z
1581,MySQL migration error,2018-03-27T11:44:10Z,2018-03-28T03:10:04Z
1582,plaintext encoder handle arrays,2018-03-27T14:23:46Z,2018-05-02T20:24:30Z
1583,add `as mediaType: MediaType` option to client conveniences,2018-03-27T14:24:20Z,2018-04-27T01:15:47Z
1584,add boot command,2018-03-27T19:22:54Z,2018-04-26T02:39:01Z
1585,Working with the Swift REPL importing Vapor frameworks,2018-03-27T19:43:05Z,2019-01-31T09:46:02Z
1586,File Middleware Optimization,2018-03-27T21:35:22Z,2018-04-27T01:53:20Z
1587,Convenience method for making responses.,2018-03-27T23:17:41Z,2018-04-27T01:54:02Z
1588,Run error: FluentError.reflectProperty ,2018-03-29T06:43:45Z,2018-03-29T08:19:33Z
1590,`vapor update -y` fails Error: ,2018-03-29T19:15:40Z,2018-03-29T19:44:01Z
1591,Procfile example for Vapor 3?,2018-03-29T22:01:35Z,2018-04-05T01:01:30Z
1592,How to change mysql Collation with vapor code,2018-03-30T01:29:15Z,2018-04-20T23:05:20Z
1593,vapor build in ubuntu 16.04 error: use of undeclared type 'SSL',2018-03-30T15:47:59Z,2018-03-31T10:07:16Z
1594,FoundationClient not working in Linux,2018-03-30T19:45:22Z,2018-04-27T01:14:38Z
1595,API Providers should not have to rely on the applications content configs,2018-03-30T19:58:43Z,2018-04-27T01:55:31Z
1596,FoundationClient Not Using URL Correctly,2018-03-30T20:23:48Z,2018-04-20T18:24:11Z
1597,Archive Vapor in favour of PHP,2018-04-01T13:25:46Z,2018-04-02T12:53:02Z
1599,Interleaving in console logging,2018-04-03T15:50:42Z,2018-04-03T15:51:46Z
1601,Get IP address from request,2018-04-03T23:30:00Z,2018-04-17T19:27:51Z
1602,"ubuntu 16.04 install vapor success,but ....",2018-04-04T02:31:02Z,2018-04-05T10:26:54Z
1603,[Vapor 3] No way to define database column size,2018-04-04T15:11:31Z,2018-04-05T15:28:55Z
1605,"Typo in ""Streaming""",2018-04-06T22:03:49Z,2018-04-16T21:53:57Z
1606,Add implicit return type to flatMap async method,2018-04-07T08:57:32Z,2018-05-01T21:00:48Z
1609,Failure of route auto content-decoding hangs infinitely ,2018-04-08T20:17:09Z,2018-04-27T01:28:10Z
1610,FoundationClient not properly handling HTTPResponse types.,2018-04-08T20:20:49Z,2018-04-20T23:12:35Z
1611,Adding fluent-postgresql causes hang.,2018-04-09T05:04:16Z,2018-04-09T05:27:00Z
1612,"brew install vapor/tap/vapor ""Warning: Calling 'depends_on ... => :run' is deprecated!""",2018-04-09T06:50:10Z,2018-04-20T23:12:55Z
1613,Discussion: Discourage State in RouteCollection,2018-04-09T15:44:08Z,2019-11-17T15:26:43Z
1614,Can not install any 3.0.0 version that includes fluent/postgresql-provider,2018-04-10T06:30:16Z,2018-04-10T07:01:54Z
1615,macOS Deployment Target keeps resetting to 10.10,2018-04-10T20:08:41Z,2018-04-11T19:34:18Z
1616,Server hangs on response,2018-04-11T15:36:46Z,2019-01-31T07:49:06Z
1617,HEAD request returns 404 on registered route,2018-04-11T20:49:26Z,2018-05-04T19:22:01Z
1618,Vapor does not honor foreign key constraints when using SQLite,2018-04-12T20:55:22Z,2018-04-12T20:56:21Z
1620,Missing project.pbxproj file after generating Xcode project,2018-04-12T23:00:50Z,2018-05-01T23:59:47Z
1622,Can't generate xcode project after adding redis,2018-04-13T09:39:04Z,2018-04-20T22:43:14Z
1623,No configured dataDecoder for multipart/form-data,2018-04-13T16:20:39Z,2018-04-20T22:44:27Z
1624,Vapor 2 doesn't compile on Xcode 9.3 when gathering code coverage data,2018-04-13T16:35:05Z,2018-04-30T16:25:04Z
1626,Bring back BCryptService,2018-04-15T12:16:43Z,2018-04-27T01:13:06Z
1628,Crash in datemiddleware,2018-04-18T10:10:34Z,2018-04-27T01:05:46Z
1629,Vapor 3 cannot load image and css from `Public images (images resources)` and `Public  styles (css resources)`,2018-04-18T14:26:02Z,2018-04-19T08:56:34Z
1630,"Always waiting too long for Generating Xcode Project, and always [Failed] to generate",2018-04-18T16:11:57Z,2018-04-22T18:20:10Z
1631,Server crashes on release build when encoding a Date as JSON,2018-04-18T18:33:28Z,2018-04-27T06:54:55Z
1633,Discussion: error logging,2018-04-19T21:48:18Z,2018-05-01T23:59:10Z
1636,rename Content.defaultMediaType to defaultContentType,2018-04-20T18:41:30Z,2018-04-25T23:52:29Z
1637,restore `ViewRenderer`,2018-04-20T21:39:02Z,2018-04-26T02:40:24Z
1639,Can’t run Hello (tutorial) project’s Run scheme,2018-04-21T01:45:42Z,2018-04-21T15:00:15Z
1641,Vapor 3 docs wrong for leaf tags,2018-04-21T18:09:48Z,2018-05-01T23:58:26Z
1642,Add command to start app without booting it,2018-04-23T18:15:25Z,2018-04-26T02:38:53Z
1644,CSRF Support for Vapor 3,2018-04-24T16:43:47Z,2019-11-17T15:27:07Z
1648,add ContentTag,2018-04-26T02:31:35Z,2018-05-01T23:54:38Z
1649,Response with Body and 204 (No Content) Status Doesn't Return,2018-04-26T21:54:53Z,2018-08-21T21:04:22Z
1650,support http/2,2018-04-27T01:14:06Z,2019-11-17T15:27:45Z
1651,additional toolbox templates,2018-04-28T23:30:59Z,2019-11-17T15:28:11Z
1652,[Doc] Incorrect behavior in req.session,2018-04-29T02:25:11Z,2018-05-01T23:47:15Z
1653,Remove trailing whitespaces in circle.yml file,2018-05-01T14:08:44Z,2018-05-01T23:45:45Z
1654,Add helper to set HTTP status without losing response body,2018-05-01T17:52:29Z,2018-05-01T23:44:42Z
1655,Incorrect decoding when value url encoded value contains %26,2018-05-04T04:25:09Z,2018-05-04T19:20:48Z
1658,Routing with path arrays,2018-05-05T16:47:44Z,2018-05-08T23:33:46Z
1659,Vapor 2 and swift 4.1,2018-05-06T17:11:09Z,2019-01-30T20:53:43Z
1661,SessionsMiddleware doesn't clear session from cache,2018-05-07T18:45:15Z,2018-07-31T20:37:46Z
1662,"How long into Vapor Packages will start working with Vapor 3, or how do I make them work?",2018-05-07T23:54:55Z,2018-05-08T02:52:23Z
1664,Vapor 3 Fluent provider for mongodb,2018-05-08T16:43:49Z,2018-05-08T23:34:55Z
1669,Future Async call wait() crashed,2018-05-09T06:47:21Z,2018-05-09T08:06:02Z
1670,Returning a Response directly from Client.get in Heroku throws an error,2018-05-09T15:43:55Z,2020-04-01T21:29:52Z
1671,Deprecate makeResponse() in favour of response(),2018-05-09T17:51:16Z,2018-05-13T07:12:17Z
1675,Harmonization of *[eE]qual and *[eE]quals in enum cases and static constants.,2018-05-11T20:14:21Z,2018-09-19T12:15:42Z
1676,Using DB connection in models,2018-05-12T09:02:13Z,2018-05-13T07:11:35Z
1677,Vapor 3 Auth docs,2018-05-12T10:59:47Z,2018-05-17T20:52:48Z
